,location,title,company,salary,salrange,state,city
5708,"Seattle, WA 98103 (Green Lake - Wallingford area)",No Job Title Listed,Allen Institute,No Salary Listed,100000,WA,Seattle
5709,"Seattle, WA",Sr. Manager/Director of Decision Sciences,No Company Listed,No Salary Listed,100000,WA,Seattle
5710,"Seattle, WA 98103 (Green Lake - Wallingford area)",Scientist I,Allen Institute,No Salary Listed,100000,WA,Seattle
5711,"Seattle, WA",Senior Software Engineer - Machine Learning,No Company Listed,No Salary Listed,100000,WA,Seattle
5712,"Seattle, WA",Evangelist,Metis,No Salary Listed,100000,WA,Seattle
5713,"Seattle, WA",Software Development Engineer (Back End),No Company Listed,135000,100000,WA,Seattle
5714,"Bellevue, WA",Principal Software Development Engineer,Apptio,No Salary Listed,100000,WA,Bellevue
5715,"Seattle, WA",Sr. Software Engineer - Retail Systems,Coupang,No Salary Listed,100000,WA,Seattle
5716,"Austin, TX",Senior Data Scientist,Rocket Software,No Salary Listed,100000,TX,Austin
5717,"Austin, TX",Data Scientist (S),ViaSat,No Salary Listed,100000,TX,Austin
5718,"Austin, TX 78702 (Rosewood area)",Data Engineer,No Company Listed,No Salary Listed,100000,TX,Austin
5719,"Austin, TX",Engineering Scientist - R and D Software Developer,University of Texas at Austin,139992,100000,TX,Austin
5720,"Austin, TX",Engineering Scientist - GPS Data Analyst,University of Texas at Austin,139992,100000,TX,Austin
5721,"Austin, TX 78753 (Windsor Hills area)","3M HIS Specialist, Algorithm Data Engineers (Multiple Locati...",3M,No Salary Listed,100000,TX,Austin
5722,"Austin, TX",Principal Machine Learning Engineer,Rocket Software,No Salary Listed,100000,TX,Austin
5723,"Austin, TX",Lead Optical Engineer,"Magic Leap, Inc.",No Salary Listed,100000,TX,Austin
5724,"Austin, TX",Data Scientist,Cypress HCM,No Salary Listed,100000,TX,Austin
5725,"Austin, TX 73344",Operations Research Scientist,General Electric,No Salary Listed,100000,TX,Austin
5726,"Austin, TX",Senior Data Scientist - Revenue Management,HomeAway,No Salary Listed,100000,TX,Austin
5727,"Austin, TX 78701 (Downtown area)",Head of Professional Services,No Company Listed,No Salary Listed,100000,TX,Austin
5728,"Austin, TX",Research Scientist for Computer Vision / Machine Learning,NVIDIA,No Salary Listed,100000,TX,Austin
5729,"Austin, TX",QA Engineer / Software Development,No Company Listed,No Salary Listed,100000,TX,Austin
5730,"Austin, TX 78744",Senior Microsoft BI Developer,Microsemi,No Salary Listed,100000,TX,Austin
5731,"Austin, TX",Senior Diffractive Optics Engineer,"Magic Leap, Inc.",No Salary Listed,100000,TX,Austin
5732,"Austin, TX",Data Analytic Manager,eClerx LLC,No Salary Listed,100000,TX,Austin
5733,"Austin, TX 73344",Principal Software Architect - Austin,General Electric,No Salary Listed,100000,TX,Austin
5734,"Austin, TX",Engineering Scientist - HF Geo Algortihm Developer,University of Texas at Austin,139992,100000,TX,Austin
5735,"Austin, TX 78759 (Arboretum area)",Software Engineer,"Signature Science, LLC",No Salary Listed,100000,TX,Austin
5736,"Austin, TX",Sr. Data Scientist - Sort Ranking & Relevance,HomeAway,No Salary Listed,100000,TX,Austin
5737,"Austin, TX 78730",Software Development Engineer,Cray,No Salary Listed,100000,TX,Austin
5738,"Austin, TX 78704 (South Lamar-South Congress area)",Engagement Manager,Zilliant,No Salary Listed,100000,TX,Austin
5739,"Austin, TX 78701 (Downtown area)",Head of Growth - Marketing and Sales Leader,No Company Listed,No Salary Listed,100000,TX,Austin
5740,"Austin, TX","Senior Scientist, Diagnostic Products",Asuragen,No Salary Listed,100000,TX,Austin
5741,"Austin, TX",User Experience (UX) Designer,IBM,No Salary Listed,100000,TX,Austin
5742,"Austin, TX","Senior Product Manager, Marketplace Ranking",HomeAway,No Salary Listed,100000,TX,Austin
5743,"Austin, TX 78726",Data Science/Data Engineering Intern,SailPoint Technologies,No Salary Listed,100000,TX,Austin
5744,"Austin, TX",Research Scientist,University of Texas at Austin,159996,100000,TX,Austin
5745,"Austin, TX",Principal Engineer: Storage Software SQA,Micron,No Salary Listed,100000,TX,Austin
5746,"Austin, TX",Senior Big Data Backend Engineer,Computer Futures,No Salary Listed,100000,TX,Austin
5747,"Austin, TX 78759 (Arboretum area)",Senior Principal Software Engineer (Big Data),The Advisory Board Company,No Salary Listed,100000,TX,Austin
5748,"Austin, TX 78730",Software Engineer - Hardware Management Services,Cray,No Salary Listed,100000,TX,Austin
5749,"Austin, TX",Hosted SaaS Senior System Administrator for Mformation,Nokia,No Salary Listed,100000,TX,Austin
5750,"Austin, TX 78746","Senior Software Engineer, Austin",Lithium Technologies,No Salary Listed,100000,TX,Austin
5751,"Austin, TX 73344",Staff Software Engineer,General Electric,No Salary Listed,100000,TX,Austin
5752,"Austin, TX 78701 (Downtown area)",Full Stack JavaScript Developer - MEAN stack,,100000,100000,TX,Austin
5753,"Austin, TX 78703",Senior Data Scientist,Civitas Learning,No Salary Listed,100000,TX,Austin
5754,"Austin, TX",Malware Data Scientist,No Company Listed,No Salary Listed,100000,TX,Austin
5755,"Austin, TX 78731",Data Scientist,Indeed,No Salary Listed,100000,TX,Austin
5756,"Austin, TX",Data Scientist,Duo Security,No Salary Listed,100000,TX,Austin
5757,"Austin, TX",Data Scientist,No Company Listed,No Salary Listed,100000,TX,Austin
5758,"Austin, TX",Senior Data Scientist,No Company Listed,No Salary Listed,100000,TX,Austin
5759,"Austin, TX 78731",Data Science Manager,Indeed,No Salary Listed,100000,TX,Austin
5760,"Austin, TX",Data Scientist,Apex Systems Inc,No Salary Listed,100000,TX,Austin
5761,"Austin, TX",Software Engineer,No Company Listed,No Salary Listed,100000,TX,Austin
5762,"Austin, TX 78730","Senior Data Engineer - Python, Big Data, AWS",No Company Listed,No Salary Listed,100000,TX,Austin
5763,"Austin, TX 78731",Data Engineer,Indeed,No Salary Listed,100000,TX,Austin
5764,"Austin, TX",Senior Machine Learning Developer,No Company Listed,No Salary Listed,100000,TX,Austin
5765,"Austin, TX",Sales Strategy & Analytics Manager,No Company Listed,No Salary Listed,100000,TX,Austin
5766,"Austin, TX",Senior Software Engineer,No Company Listed,No Salary Listed,100000,TX,Austin
5767,"Austin, TX","Senior Software Engineer, Austin",No Company Listed,No Salary Listed,100000,TX,Austin
5768,"Portland, OR",Data Scientist,comScore,No Salary Listed,100000,OR,Portland
5769,"Portland, OR",Data Scientist Internship - Deep Learning,Cambia Health,No Salary Listed,100000,OR,Portland
5770,"Hillsboro, OR 97124",HPC Research Scientist -- Runtimes and Automatic Performance...,Intel,No Salary Listed,100000,OR,Hillsboro
5771,"Beaverton, OR",Data Sciences Manager,TransCore,No Salary Listed,100000,OR,Beaverton
5772,"Hillsboro, OR 97124","Data Analysis Software Engineer (Hillsboro, OR)",Nanometrics Incorporated,No Salary Listed,100000,OR,Hillsboro
5773,"Portland, OR",Data Scientist,Cambia Health,No Salary Listed,100000,OR,Portland
5774,"Portland, OR",Quantitative Risk Analyst,U.S. Bank,No Salary Listed,100000,OR,Portland
5775,"Hillsboro, OR 97124",Embedded Algorithm Developer,Intel,No Salary Listed,100000,OR,Hillsboro
5776,"Portland, OR",Model Risk Analyst - Portland,Umpqua Bank,No Salary Listed,100000,OR,Portland
5777,"Portland, OR 97204 (Downtown area)",Staff Software Engineer,Walmart eCommerce,No Salary Listed,100000,OR,Portland
5778,"Portland, OR",Senior Product Owner,ENGIE,No Salary Listed,100000,OR,Portland
5779,"Hillsboro, OR 97124",Wireless Signal Processing and Architecture Resear,Intel,No Salary Listed,100000,OR,Hillsboro
5780,"Portland, OR","Data Science Engineer I, Data Science Engineer II or Senior...",Cambia Health,No Salary Listed,100000,OR,Portland
5781,"Portland, OR",User Experience Manager - 2205,CDK Global,No Salary Listed,100000,OR,Portland
5782,"Portland, OR",Software Engineer III - 16381,CDK Global,No Salary Listed,100000,OR,Portland
5783,"Portland, OR",SR Software Product Manager - 14922,CDK Global,No Salary Listed,100000,OR,Portland
5784,"Portland, OR",Senior Hadoop Engineer - Portland,Marketo,No Salary Listed,100000,OR,Portland
5785,"Hillsboro, OR 97124",Community Manager - 17-00892,"Akraya, Inc.",No Salary Listed,100000,OR,Hillsboro
5786,"Hillsboro, OR 97124",Cloud Segment Marketing Operations Manager,Intel,No Salary Listed,100000,OR,Hillsboro
5787,"Portland, OR",Staff Software Engineer,Marketo,No Salary Listed,100000,OR,Portland
5788,"Portland, OR",Sr .NET Software Engineer,VanderHouwen,No Salary Listed,100000,OR,Portland
5789,"Hillsboro, OR 97124",Mechanical Engineer Lead,FEI Company,No Salary Listed,100000,OR,Hillsboro
5790,"Hillsboro, OR 97124","HPC Research Scientist - Power Management Architecture, Powe...",Intel,No Salary Listed,100000,OR,Hillsboro
5791,"Portland, OR 97205 (Northwest area)",Senior Lead Mechanical Engineer,No Company Listed,No Salary Listed,100000,OR,Portland
5792,"Portland, OR",Digital Marketing (Data Scientist),No Company Listed,115000,100000,OR,Portland
5793,"Portland, OR",Software Engineer - Frontend (Portland),Airbnb,No Salary Listed,100000,OR,Portland
5794,"Portland, OR",Product Designer,No Company Listed,No Salary Listed,100000,OR,Portland
5795,"Houston, TX 77002 (Downtown area)",Sr Staff Data Scientist,General Electric,No Salary Listed,140000,TX,Houston
5796,"Houston, TX 77042 (West Houston area)",Senior Oil & Gas Analytics Consultant,Tessella,No Salary Listed,140000,TX,Houston
5797,"Houston, TX 77002 (Downtown area)",Senior Data Scientist,General Electric,No Salary Listed,140000,TX,Houston
5798,"Houston, TX",No Job Title Listed,Valic,No Salary Listed,140000,TX,Houston
5799,"Houston, TX",No Job Title Listed,AIG,No Salary Listed,140000,TX,Houston
5800,"Phoenix, AZ",Lead Data Scientist,Honeywell,No Salary Listed,140000,AZ,Phoenix
5801,"Phoenix, AZ","Sr. Manager, Predictive Analytics",Honeywell,No Salary Listed,140000,AZ,Phoenix
5802,"Phoenix, AZ",Sr Data Engineer,Honeywell,No Salary Listed,140000,AZ,Phoenix
5803,"Phoenix, AZ 85016 (Camelback East area)","Accenture Insights Platform Product Manager, Southwest US Re...",Accenture,No Salary Listed,140000,AZ,Phoenix
5804,"Phoenix, AZ",Data Architect,Career Evolutions,150000,140000,AZ,Phoenix
5805,"Chicago, IL",Data Scientist,Optiver,No Salary Listed,140000,IL,Chicago
5806,"Chicago, IL",Data Scientist - Vista Intelligence Group,No Company Listed,No Salary Listed,140000,IL,Chicago
5807,"Chicago, IL 60601 (Loop area)",Data Scientist / Quantitative Analyst,S&P GLOBAL MARKET INTELLIGENCE,No Salary Listed,140000,IL,Chicago
5808,"Chicago, IL",Quantitative Research Analyst,Huxley Associates,150000,140000,IL,Chicago
5809,"Chicago, IL",Principal Data Scientist,Jobspring Partners,140000,140000,IL,Chicago
5810,"Chicago, IL 60654 (Loop area)",Senior Data Scientist,Groupon,No Salary Listed,140000,IL,Chicago
5811,"Chicago, IL","Solution Manager - City Voices, McKinsey Solutions",McKinsey & Company,No Salary Listed,140000,IL,Chicago
5812,"Chicago, IL 60604 (Loop area)",Machine Learning Data Scientist,No Company Listed,No Salary Listed,140000,IL,Chicago
5813,"Chicago, IL 60606 (Loop area)",Senior Quantitative Analyst - Quantitative Investment Manage...,William Blair & Company,No Salary Listed,140000,IL,Chicago
5814,"Chicago, IL","Principal, Machine Learning",Cars.com,No Salary Listed,140000,IL,Chicago
5815,"Chicago, IL",Lead Data Architect,No Company Listed,No Salary Listed,140000,IL,Chicago
5816,"Chicago, IL",Principal Data Lead (Machine Learning),Jobspring Partners,160000,140000,IL,Chicago
5817,"Chicago, IL 60601 (Loop area)",No Job Title Listed,General Electric,No Salary Listed,140000,IL,Chicago
5818,"Chicago, IL",Chief Technology Officer,No Company Listed,No Salary Listed,140000,IL,Chicago
5819,"Chicago, IL",Lead Data Engineer,No Company Listed,No Salary Listed,140000,IL,Chicago
5820,"Chicago, IL",Principal Machine Learning Engineer,Jobspring Partners,145000,140000,IL,Chicago
5821,"Chicago, IL 60601 (Loop area)",Sr Staff Software Engineer,General Electric,No Salary Listed,140000,IL,Chicago
5822,"Chicago, IL 60661 (Near West Side area)",Sr. Analytic Developer,TransUnion,No Salary Listed,140000,IL,Chicago
5823,"Chicago, IL",Managing Solution Architect - Business Analytics Solution Ar...,Capgemini,No Salary Listed,140000,IL,Chicago
5824,"Chicago, IL","Technical Architect - Cloud Control Tower, McKinsey Solution...",McKinsey & Company,No Salary Listed,140000,IL,Chicago
5825,"Chicago, IL",Chief Credit Officer,No Company Listed,No Salary Listed,140000,IL,Chicago
5826,"Chicago, IL 60601 (Loop area)",Staff Software Engineer,General Electric,No Salary Listed,140000,IL,Chicago
5827,"Chicago, IL",Insurance (Life and P&C) Analytics Senior Manager,Accenture,No Salary Listed,140000,IL,Chicago
5828,"Chicago, IL",Accenture Analytics- Big Data Sales Engineer Senior Manager,Accenture,No Salary Listed,140000,IL,Chicago
5829,"Chicago, IL",Senior Engineer - Site Reliability,No Company Listed,No Salary Listed,140000,IL,Chicago
5830,"Chicago, IL",Head of Machine Learning Big Data,No Company Listed,No Salary Listed,140000,IL,Chicago
5831,"Chicago, IL",Accenture Analytics-Life Science Sales Lead Senior Manager,Accenture,No Salary Listed,140000,IL,Chicago
5832,"Chicago, IL",Analytics Go to Market Resources Industries Lead,Accenture,No Salary Listed,140000,IL,Chicago
5833,"Chicago, IL","Data Scientist II (Python, R, AWS)",Workbridge Associates,145000,140000,IL,Chicago
5834,"Chicago, IL 60603 (Loop area)","Senior Data Scientist II (Python, R, TensorFlow)",Workbridge Associates,170000,140000,IL,Chicago
5835,"Chicago, IL 60603 (Loop area)",Machine Learning Engineer,Jobspring Partners,150000,140000,IL,Chicago
5836,"Hillside, IL 60162",Data Scientist,Jobspring Partners,140000,140000,IL,Hillside
5837,"Chicago, IL 60603 (Loop area)",Quantitative Developer- Data Analysis Team,Akuna Capital,No Salary Listed,140000,IL,Chicago
5838,"Chicago, IL 60603 (Loop area)",Lead Data Scientist,Jobspring Partners,150000,140000,IL,Chicago
5839,"Chicago, IL",Quantitative Statistical Modeler-Automated Trading Strategie...,Analytic Recruiting,No Salary Listed,140000,IL,Chicago
5840,"San Francisco, CA",Data Scientist,The Climate Corporation,No Salary Listed,140000,CA,San Francisco
5841,"San Francisco, CA",Senior Data Scientist,Capital One,No Salary Listed,140000,CA,San Francisco
5842,"San Francisco, CA","Senior Software Engineer, Data Scientist",IBM,No Salary Listed,140000,CA,San Francisco
5843,"San Francisco, CA 94102 (Downtown area)",Quantitative Research Data Scientist,Thomson Reuters,No Salary Listed,140000,CA,San Francisco
5844,"San Francisco, CA 94103 (South Of Market area)",Head of Data Science,No Company Listed,No Salary Listed,140000,CA,San Francisco
5845,"Redwood City, CA 94065",Research Data Scientist,Electronic Arts,No Salary Listed,140000,CA,Redwood City
5846,"San Mateo, CA",Data Scientist,Change Healthcare,No Salary Listed,140000,CA,San Mateo
5847,"San Francisco, CA",Senior Data Scientist,HotelTonight,No Salary Listed,140000,CA,San Francisco
5848,"San Francisco, CA",Data Scientist (E-Commerce),Workbridge Associates,145000,140000,CA,San Francisco
5849,"San Francisco, CA",Machine Learning Data Engineer,Capital One,No Salary Listed,140000,CA,San Francisco
5850,"San Francisco, CA 94105 (Financial District area)",Principal Data Scientist,Lending Club,No Salary Listed,140000,CA,San Francisco
5851,"San Francisco, CA","Data Scientist, Platform Analytics",Gap Inc. Corporate,No Salary Listed,140000,CA,San Francisco
5852,"Brisbane, CA",Data Scientist (Machine Learning),No Company Listed,145000,140000,CA,Brisbane
5853,"San Francisco, CA 94126 (Financial District area)",Data Scientist,No Company Listed,No Salary Listed,140000,CA,San Francisco
5854,"San Francisco, CA 94104 (Financial District area)","Software Engineer, Data Science Tools",Cloudera,No Salary Listed,140000,CA,San Francisco
5855,"San Francisco, CA",Data Scientist- Digital,Capital One,No Salary Listed,140000,CA,San Francisco
5856,"San Francisco, CA",Lead Data Scientist,Robert Walters,No Salary Listed,140000,CA,San Francisco
5857,"San Francisco, CA",Senior Data Scientist,Hired,No Salary Listed,140000,CA,San Francisco
5858,"San Francisco, CA","Director, Data Science",ZestFinance,No Salary Listed,140000,CA,San Francisco
5859,"San Francisco, CA",Big Data Engineer,NinthDecimal,No Salary Listed,140000,CA,San Francisco
5860,"San Francisco, CA 94103 (South Of Market area)",Head of Risk Engineering,Square,No Salary Listed,140000,CA,San Francisco
5861,"San Mateo, CA","Data Scientist Manager, eCommerce",No Company Listed,No Salary Listed,140000,CA,San Mateo
5862,"San Francisco, CA","Director, Platform Analytics",Gap Inc. Corporate,No Salary Listed,140000,CA,San Francisco
5863,"San Francisco, CA",Data Science Team Lead: Weather Science Statistics,The Climate Corporation,No Salary Listed,140000,CA,San Francisco
5864,"San Francisco, CA 94103 (South Of Market area)",Data Engineer,No Company Listed,No Salary Listed,140000,CA,San Francisco
5865,"Redwood City, CA","SVP or VP, Data & Analytics",Oportun,No Salary Listed,140000,CA,Redwood City
5866,"San Francisco, CA","Senior Manager, Data Science",Autodesk,No Salary Listed,140000,CA,San Francisco
5867,"San Mateo, CA",Machine Learning Algorithm Engineer,No Company Listed,150000,140000,CA,San Mateo
5868,"San Francisco, CA 94108 (Financial District area)",Machine Learning Data Scientist FinTech,No Company Listed,145000,140000,CA,San Francisco
5869,"San Francisco, CA",Software Engineer - Data,No Company Listed,No Salary Listed,140000,CA,San Francisco
5870,"San Francisco, CA","Director, Data Science and Analytics",No Company Listed,No Salary Listed,140000,CA,San Francisco
5871,"San Mateo, CA",Lead Data Scientist,No Company Listed,145000,140000,CA,San Mateo
5872,"San Francisco, CA","Director, Data Platforms",Ancestry,No Salary Listed,140000,CA,San Francisco
5873,"Berkeley, CA 94702",Sr Data Scientist,General Electric,No Salary Listed,140000,CA,Berkeley
5874,"San Mateo, CA 94402 (Beresford area)",Data Scientist - Lead Data Scientist,Freedom Financial Network,No Salary Listed,140000,CA,San Mateo
5875,"Redwood City, CA",Senior Manager of Data Science,Oportun,No Salary Listed,140000,CA,Redwood City
5876,"Mill Valley, CA 94941","Manager, Decision Science",Glassdoor,No Salary Listed,140000,CA,Mill Valley
5877,"San Francisco, CA",Principal Machine Learning Engineer - AI Platform,No Company Listed,No Salary Listed,140000,CA,San Francisco
5878,"San Francisco, CA",Vice President Data Science & Machine Learning,Ancestry,No Salary Listed,140000,CA,San Francisco
5879,"Brisbane, CA",Data Scientist (Natural Language Processing),No Company Listed,145000,140000,CA,Brisbane
5880,"South San Francisco, CA",Senior Safety Science Leader,Genentech,No Salary Listed,140000,CA,South San Francisco
5881,"San Francisco, CA",Software Engineer - Machine Learning,No Company Listed,No Salary Listed,140000,CA,San Francisco
5882,"South San Francisco, CA",Senior Safety Science Leader (MD),Genentech,No Salary Listed,140000,CA,South San Francisco
5883,"South San Francisco, CA","Director, Late Stage Pharmaceutical Development",Genentech,No Salary Listed,140000,CA,South San Francisco
5884,"San Francisco, CA","Senior Product Leader, Client",Hired,No Salary Listed,140000,CA,San Francisco
5885,"San Francisco, CA","Senior Product Leader, Matching",Hired,No Salary Listed,140000,CA,San Francisco
5886,"San Francisco, CA","Principal Engineer, Backend",No Company Listed,No Salary Listed,140000,CA,San Francisco
5887,"San Francisco, CA",Product Manager - Compute System,Salesforce,No Salary Listed,140000,CA,San Francisco
5888,"San Francisco, CA",Product Manager- Data Science,Radius,No Salary Listed,140000,CA,San Francisco
5889,"San Francisco, CA 94126 (Financial District area)",Lead Software Engineer - Machine Learning,No Company Listed,No Salary Listed,140000,CA,San Francisco
5890,"San Francisco, CA","Senior Growth Analyst, Strategy and Growth",Salesforce,No Salary Listed,140000,CA,San Francisco
5891,"Redwood City, CA",Senior Data Scientist - Security Experience is Huge,No Company Listed,170000,140000,CA,Redwood City
5892,"Hayward, CA",Chief Data Scientist,DuPont,No Salary Listed,140000,CA,Hayward
5893,"San Francisco, CA",Data Engineer - Machine Learning,No Company Listed,No Salary Listed,140000,CA,San Francisco
5894,"San Francisco, CA",Senior Machine Learning Data Engineer,Capital One,No Salary Listed,140000,CA,San Francisco
5895,"San Francisco, CA",Senior Research Engineer (Machine Learning),Workbridge Associates,150000,140000,CA,San Francisco
5896,"San Francisco, CA","Director, Personalization and Recommendations",,No Salary Listed,140000,CA,San Francisco
5897,"San Francisco, CA",Senior R Programmer - Financial Data Science Platform Team:...,Bloomberg,No Salary Listed,140000,CA,San Francisco
5898,"Redwood City, CA",Senior Sales Solutions Consultant,No Company Listed,No Salary Listed,140000,CA,Redwood City
5899,"San Francisco, CA",Product Manager (Customer Intelligence/Data Science),Salesforce,No Salary Listed,140000,CA,San Francisco
5900,"San Francisco, CA",Senior Technical Program Manager,The Climate Corporation,No Salary Listed,140000,CA,San Francisco
5901,"San Mateo, CA 94403 (Sugerloaf area)",Enablement Engineer,No Company Listed,No Salary Listed,140000,CA,San Mateo
5902,"San Francisco, CA",Principal Engineer,No Company Listed,No Salary Listed,140000,CA,San Francisco
5903,"Redwood City, CA",Chief of Staff,No Company Listed,No Salary Listed,140000,CA,Redwood City
5904,"San Francisco, CA","AI / Machine Learning Researcher, Financial Services",No Company Listed,No Salary Listed,140000,CA,San Francisco
5905,"San Francisco, CA",Senior Software Engineer - Full Stack (Analytics),No Company Listed,No Salary Listed,140000,CA,San Francisco
5906,"San Francisco, CA 94104 (Financial District area)","Senior Software Engineer, Full Stack (Analytics)",Pocket Gems,No Salary Listed,140000,CA,San Francisco
5907,"San Francisco, CA",Technology Lead - US,No Company Listed,No Salary Listed,140000,CA,San Francisco
5908,"San Francisco, CA 94102 (Downtown area)",Staff Software Engineer - Predix,General Electric,No Salary Listed,140000,CA,San Francisco
5909,"San Mateo, CA",Director of Data Science,No Company Listed,No Salary Listed,140000,CA,San Mateo
5910,"San Francisco, CA 94103 (South Of Market area)",Head of Credit - Xchange Leasing,Uber,No Salary Listed,140000,CA,San Francisco
5911,"South San Francisco, CA",No Job Title Listed,AbbVie,No Salary Listed,140000,CA,South San Francisco
5912,"Belmont, CA",Tech Lead (Architecture path),No Company Listed,No Salary Listed,140000,CA,Belmont
5913,"San Francisco, CA 94103 (South Of Market area)","Senior Software Engineer, Publisher",Quantcast,No Salary Listed,140000,CA,San Francisco
5914,"Foster City, CA 94404",Machine Learning Engineer,No Company Listed,No Salary Listed,140000,CA,Foster City
5915,"San Francisco, CA",Devops Engineer with Ruby on Rails,No Company Listed,175000,140000,CA,San Francisco
5916,"San Francisco, CA",BI Analytics Director,GSPANN Technologies,No Salary Listed,140000,CA,San Francisco
5917,"San Francisco, CA",Principal Data Scientist,Salesforce,No Salary Listed,140000,CA,San Francisco
5918,"San Francisco, CA",Lead Data Scientist (Life Sciences Opportunity),Workbridge Associates,150000,140000,CA,San Francisco
5919,"San Mateo, CA 94402 (Beresford area)",Director Product Management -(Big) Data product experience r...,No Company Listed,No Salary Listed,140000,CA,San Mateo
5920,"San Francisco, CA 94102 (Downtown area)",Principal Software Engineer,Thomson Reuters,No Salary Listed,140000,CA,San Francisco
5921,"San Francisco, CA",Senior Software Engineer - Data Infrastructure,No Company Listed,No Salary Listed,140000,CA,San Francisco
5922,"Redwood City, CA",Principal Product Manager,No Company Listed,No Salary Listed,140000,CA,Redwood City
5923,"San Mateo, CA",Director of Data Engineering,Robert Walters,No Salary Listed,140000,CA,San Mateo
5924,"San Francisco, CA 94158 (South Of Market area)","Associate Director, Translational Development / Program Lead...",Celgene Corporation,No Salary Listed,140000,CA,San Francisco
5925,"San Francisco, CA","Director or Associate Director, Biostatistics",No Company Listed,No Salary Listed,140000,CA,San Francisco
5926,"San Francisco, CA",Senior Technical Program Manager,No Company Listed,No Salary Listed,140000,CA,San Francisco
5927,"San Mateo, CA",Architect,No Company Listed,No Salary Listed,140000,CA,San Mateo
5928,"San Bruno, CA 94066","Senior Product Manager, Cross-Border eCommerce - Internation...",Walmart eCommerce,No Salary Listed,140000,CA,San Bruno
5929,"Redwood City, CA 94065",Mobile App Developer/Architect,AstraZeneca,No Salary Listed,140000,CA,Redwood City
5930,"San Francisco, CA",Head of Machine Learning Big Data,No Company Listed,No Salary Listed,140000,CA,San Francisco
5931,"San Francisco, CA",DevOps Engineer,No Company Listed,No Salary Listed,140000,CA,San Francisco
5932,"San Francisco, CA",Data Monitoring and Management Group Lead (Director),"Pfizer, Inc.",No Salary Listed,140000,CA,San Francisco
5933,"San Francisco, CA",Senior Data Scientist,Salesforce,No Salary Listed,140000,CA,San Francisco
5934,"San Francisco, CA","Director, Data Scientist",Dropbox,No Salary Listed,140000,CA,San Francisco
5935,"San Mateo, CA",Platform Integration Product Manager,No Company Listed,No Salary Listed,140000,CA,San Mateo
5936,"South San Francisco, CA",Medical Director,AbbVie,No Salary Listed,140000,CA,South San Francisco
5937,"San Mateo, CA","Senior Product Manager, Platform",No Company Listed,No Salary Listed,140000,CA,San Mateo
5938,"San Francisco, CA 94105 (Financial District area)",Analytics Go to Market Resources Industries Lead,Accenture,No Salary Listed,140000,CA,San Francisco
5939,"Redwood City, CA","Medical Director, Clinical Oncology",AbbVie,No Salary Listed,140000,CA,Redwood City
5940,"South San Francisco, CA","Associate Director, Real World Data Science, Product Develop...",Genentech,No Salary Listed,140000,CA,South San Francisco
5941,"San Francisco, CA 94103 (South Of Market area)",Data Scientist - Ads Marketplace,No Company Listed,No Salary Listed,140000,CA,San Francisco
5942,"San Mateo, CA",Director of Product Marketing,No Company Listed,No Salary Listed,140000,CA,San Mateo
5943,"San Francisco, CA",DATA SCIENTIST-OPTIMIZATION/AI,No Company Listed,No Salary Listed,140000,CA,San Francisco
5944,"San Francisco, CA 94105 (Financial District area)",Data Scientist (Python),Workbridge Associates,170000,140000,CA,San Francisco
5945,"San Francisco, CA 94107 (South Of Market area)",Research Analyst,InMobi,No Salary Listed,140000,CA,San Francisco
5946,"Redwood City, CA","Senior Scientist III, Pre-Clinical Safety",No Company Listed,140000,140000,CA,Redwood City
5947,"San Francisco, CA","SENIOR TECHNICAL PRODUCT MANAGER, SENIOR TECHNICAL PRODUCT M...",No Company Listed,No Salary Listed,140000,CA,San Francisco
5948,"San Francisco, CA",Director of Data,No Company Listed,No Salary Listed,140000,CA,San Francisco
5949,"San Francisco, CA 94105 (Financial District area)",Senior Data Scientist (Python),Workbridge Associates,170000,140000,CA,San Francisco
5950,"San Francisco, CA",Senior Data Scientist,No Company Listed,No Salary Listed,140000,CA,San Francisco
5951,"Burlingame, CA",Head of Data Science,No Company Listed,No Salary Listed,140000,CA,Burlingame
5952,"San Francisco, CA",Data Scientist - Deep Learning,No Company Listed,No Salary Listed,140000,CA,San Francisco
5953,"San Francisco, CA",Head of Data Science,Vungle,No Salary Listed,140000,CA,San Francisco
5954,"San Francisco, CA 94105 (Financial District area)",Director of Data Science,FireEye,No Salary Listed,140000,CA,San Francisco
5955,"San Mateo, CA 94402 (Beresford area)",Machine Learning Engineer,No Company Listed,No Salary Listed,140000,CA,San Mateo
5956,"San Francisco, CA","Director of Data Science, Analytics",No Company Listed,212500,140000,CA,San Francisco
5957,"San Francisco, CA",Safety Scientists,No Company Listed,140000,140000,CA,San Francisco
5958,"San Francisco, CA 94105 (Financial District area)","Senior Software Engineer, Data Science",Marin Software,No Salary Listed,140000,CA,San Francisco
5959,"San Francisco, CA",Senior Technical Program Manager,Unity Technologies,No Salary Listed,140000,CA,San Francisco
5960,"San Francisco, CA 94103 (South Of Market area)",Big Data Infrastructure Engineer,"Renaissance Learning, Inc.",No Salary Listed,140000,CA,San Francisco
5961,"San Francisco, CA",Sr Data Scientist,No Company Listed,No Salary Listed,140000,CA,San Francisco
5962,"San Francisco, CA",Senior Data Engineer,No Company Listed,No Salary Listed,140000,CA,San Francisco
5963,"San Francisco Bay Area, CA",Senior Data Architect,No Company Listed,No Salary Listed,140000,CA,San Francisco Bay Area
